"ACDT","Demand","Time","DSTTime","Year","Temp"
2020-03-05 10:00:00,1259,0.375,0.416666666666667,0,19.6
2020-03-05 10:30:00,1206,0.395833333333333,0.4375,5.70776255707763e-05,20.2
2020-03-05 11:00:00,1261,0.416666666666667,0.458333333333333,0.000114155251141553,20.35
2020-03-05 11:30:00,1280,0.4375,0.479166666666667,0.000171232876712329,20.5
2020-03-05 12:00:00,1253,0.458333333333333,0.5,0.000228310502283105,20.35
2020-03-05 12:30:00,1165,0.479166666666667,0.520833333333333,0.000285388127853881,20.2
2020-03-05 13:00:00,1115,0.5,0.541666666666667,0.000342465753424658,20.25
2020-03-05 13:30:00,1155,0.520833333333333,0.5625,0.000399543378995434,20.3
2020-03-05 14:00:00,1210,0.541666666666667,0.583333333333333,0.00045662100456621,20.35
2020-03-05 14:30:00,1216,0.5625,0.604166666666667,0.000513698630136986,20.4
2020-03-05 15:00:00,1171,0.583333333333333,0.625,0.000570776255707763,20.7
2020-03-05 15:30:00,1127,0.604166666666667,0.645833333333333,0.000627853881278539,21
2020-03-05 16:00:00,1166,0.625,0.666666666666667,0.000684931506849315,20.45
