"date","time","load_act"
"20160123","2100","1487"
"20160123","2130","1457"
"20160123","2200","1426"
"20160123","2230","1397"
"20160123","2300","1382"
"20160123","2330","1369"
"20160124","0000","1595"
"20160124","0030","1491"
"20160124","0100","1401"
"20160124","0130","1317"
"20160124","0200","1267"
"20160124","0230","1231"
"20160124","0300","1211"
"20160124","0330","1189"
"20160124","0400","1182"
"20160124","0430","1179"
"20160124","0500","1177"
"20160124","0530","1181"
"20160124","0600","1167"
"20160124","0630","1141"
"20160124","0700","1144"
"20160124","0730","1155"
"20160124","0800","1139"
"20160124","0830","1134"
"20160124","0900","1128"
"20160124","0930","1123"
"20160124","1000","1077"
"20160124","1030","1073"
"20160124","1100","1078"
"20160124","1130","1093"
"20160124","1200","1105"
"20160124","1230","1107"
"20160124","1300","1106"
"20160124","1330","1058"
"20160124","1400","1075"
"20160124","1430","1098"
"20160124","1500","1136"
"20160124","1530","1182"
"20160124","1600","1234"
"20160124","1630","1316"
"20160124","1700","1376"
"20160124","1730","1440"
"20160124","1800","1490"
"20160124","1830","1537"
"20160124","1900","1553"
"20160124","1930","1546"
"20160124","2000","1524"
"20160124","2030","1534"
"20160124","2100","1519"
"20160124","2130","1490"
"20160124","2200","1456"
"20160124","2230","1413"
"20160124","2300","1389"
"20160124","2330","1388"
"20160125","0000","1597"
"20160125","0030","1501"
"20160125","0100","1410"
"20160125","0130","1326"
"20160125","0200","1281"
"20160125","0230","1236"
"20160125","0300","1223"
"20160125","0330","1187"
"20160125","0400","1189"
"20160125","0430","1188"
"20160125","0500","1225"
"20160125","0530","1262"
